,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000155906,469.1465651,0.127234146,0.105557114,0.197994779,0.400320355
ENSG00000155957,188.1117333,0.351317529,0.185280205,0.023035338,0.08242658
ENSG00000155959,534.940258,0.039329157,0.112047727,0.709798277,0.852771234
ENSG00000155961,9.26438023,-0.303947943,0.45814707,0.064355593,0.179593985
ENSG00000155962,403.8379439,-1.224911336,0.152565221,6.72E-17,3.02E-15
ENSG00000155970,253.2789239,0.097883671,0.154486032,0.468132132,0.678822268
ENSG00000155975,942.5370993,0.459906247,0.092127989,1.92E-07,2.73E-06
ENSG00000155980,43.69182893,-0.207686311,0.2501638,0.227764509,0.438461871
ENSG00000155984,510.9261303,0.267355469,0.113989657,0.011740656,0.048003925
ENSG00000156011,2002.560109,-0.515027597,0.103148153,1.44E-07,2.10E-06
ENSG00000156017,382.5147916,-0.249152361,0.141359529,0.047736066,0.14423563
ENSG00000156026,894.727512,0.167946828,0.102436957,0.082407695,0.215138919
ENSG00000156030,816.5357343,-0.07695465,0.097109691,0.40285203,0.622333825
ENSG00000156042,111.2226648,-0.155774673,0.178511635,0.290927785,0.51293209
ENSG00000156049,82.76857166,-0.074663029,0.196041264,0.627683385,0.800757435
ENSG00000156050,143.4965443,-0.695574258,0.175517883,1.14E-05,0.000115523
ENSG00000156052,1666.456743,0.227854138,0.081532006,0.003775912,0.018932034
ENSG00000156103,29.3896389,-0.514709071,0.382278654,0.026711316,0.092104203
ENSG00000156110,415.897906,-0.049099939,0.116366283,0.652178644,0.816379302
ENSG00000156113,752.3565171,-0.544178125,0.155648002,0.00010053,0.000811474
ENSG00000156136,167.6169578,0.080844365,0.159711893,0.557684851,0.751421783
ENSG00000156140,231.7005201,0.552505523,0.193865488,0.000870217,0.005423255
ENSG00000156162,1100.622549,0.43488515,0.095927306,2.09E-06,2.46E-05
ENSG00000156170,137.4418704,-0.129428379,0.153053322,0.333566826,0.555643385
ENSG00000156171,1250.841906,-0.044661707,0.103347978,0.645676284,0.812214362
ENSG00000156172,54.14034248,0.101301108,0.21327997,0.526125806,0.725857533
ENSG00000156232,308.1744431,0.51678883,0.126099368,1.11E-05,0.000112407
ENSG00000156239,233.6876619,-0.717456873,0.141070446,6.34E-08,9.81E-07
ENSG00000156253,393.3262722,0.003119406,0.12299661,0.974612303,0.987380248
ENSG00000156256,1004.284077,0.183715846,0.089060737,0.031436833,0.104847928
ENSG00000156261,2421.905486,0.258338874,0.092310102,0.003336858,0.017071053
ENSG00000156265,519.1409781,0.003881862,0.254359362,0.982266573,0.991406437
ENSG00000156273,1428.355829,0.073795269,0.119920505,0.507101633,0.710190064
ENSG00000156304,946.2928351,0.024021328,0.106798176,0.80789454,0.90710669
ENSG00000156313,123.2563846,0.415939664,0.184187383,0.008109178,0.03569759
ENSG00000156345,156.3599229,-0.51274706,0.203506153,0.002609458,0.013881232
ENSG00000156374,180.4631404,0.221368036,0.157411514,0.103632112,0.254796819
ENSG00000156381,67.55191827,0.014038546,0.193075334,0.927351318,0.966189061
ENSG00000156384,80.55193284,0.065078744,0.179360323,0.661464505,0.822066092
ENSG00000156398,39.14291463,0.418420531,0.339464428,0.045639149,0.139328357
ENSG00000156411,684.0603916,-0.056726629,0.106984408,0.575134467,0.763655622
ENSG00000156414,19.53942913,0.092769159,0.287324035,0.513786405,0.71506709
ENSG00000156427,45.42139249,0.211095425,0.263910554,0.224795628,0.434744146
ENSG00000156453,14.77498513,-1.276592924,0.776207923,0.003151945,0.016275569
ENSG00000156463,10.81981905,0.143705657,0.308687204,0.32241116,0.545426765
ENSG00000156466,7.13694922,-0.410062665,0.666811641,0.026782844,0.092255724
ENSG00000156467,2243.170075,-0.191061946,0.099001358,0.041093729,0.128532138
ENSG00000156469,230.4655288,-0.005921755,0.128273038,0.954322254,0.978421069
ENSG00000156471,2280.368524,-0.468789532,0.1159348,1.49E-05,0.000147369
ENSG00000156482,3120.384341,-0.07534178,0.09697828,0.412498819,0.631982371
ENSG00000156486,204.2194269,-0.04966576,0.134612913,0.683037326,0.83542411
ENSG00000156500,64.82612226,-0.121823608,0.205002271,0.439049991,0.654787351
ENSG00000156502,317.7477212,-0.072576618,0.114145254,0.49876307,0.703866659
ENSG00000156504,420.35184,0.322047014,0.13346034,0.007819415,0.034679586
ENSG00000156508,257258.0107,-0.19137384,0.087074632,0.021681262,0.07847813
ENSG00000156515,2432.282293,0.176030992,0.110418898,0.08795719,0.225581443
ENSG00000156521,285.9457881,0.360009753,0.133590304,0.003164825,0.016336996
ENSG00000156531,580.703019,-0.012486609,0.105062345,0.898112662,0.952368434
ENSG00000156535,3878.973809,0.10162998,0.089612545,0.224950391,0.434860418
ENSG00000156587,1338.460971,-0.01047851,0.114386422,0.916432317,0.960457611
ENSG00000156599,2509.225275,0.255205424,0.083131361,0.001386655,0.0081203
ENSG00000156603,210.4669232,-0.037101087,0.132492461,0.758201952,0.880101232
ENSG00000156639,2028.79235,-0.029482594,0.084786531,0.695175433,0.843789328
ENSG00000156642,2621.53008,0.211831775,0.080716844,0.006010881,0.028005777
ENSG00000156650,1785.197634,-0.050467439,0.097618896,0.581586246,0.767860409
ENSG00000156671,1557.049127,0.568326138,0.112553743,1.00E-07,1.49E-06
ENSG00000156675,1633.915681,1.529968626,0.110416262,5.88E-45,1.48E-42
ENSG00000156689,46.41005327,0.274328735,0.272119571,0.131834361,0.303844752
ENSG00000156697,366.3696488,0.058010969,0.118033734,0.597118379,0.778948012
ENSG00000156709,418.5589686,-0.024094178,0.114577389,0.825733247,0.9171709
ENSG00000156711,147.8478257,0.355392592,0.164817519,0.013243704,0.052923794
ENSG00000156735,541.9021299,0.182974505,0.124499992,0.109332616,0.265159154
ENSG00000156787,133.5719497,-0.026647402,0.153314834,0.841445044,0.924611837
ENSG00000156795,85.01139821,0.084482589,0.177721996,0.567844397,0.758222352
ENSG00000156802,421.6786608,-0.19827005,0.11923445,0.073767081,0.198424563
ENSG00000156804,3752.810501,0.933721456,0.311253036,0.000188239,0.001416786
ENSG00000156831,268.2924118,0.06521437,0.128153879,0.578497958,0.765549167
ENSG00000156853,192.6241899,-0.130404588,0.142210295,0.310174327,0.532717906
ENSG00000156858,430.4269393,0.039003306,0.127625443,0.740150771,0.871532937
ENSG00000156860,1076.152862,0.179430117,0.089408133,0.0357789,0.115567658
ENSG00000156869,182.6048612,-0.760999599,0.156657036,1.61E-07,2.33E-06
ENSG00000156873,214.1713181,0.067897215,0.131349753,0.569993197,0.759778155
ENSG00000156875,1028.187755,0.144385444,0.096623112,0.114156756,0.27369915
ENSG00000156876,50.56566906,-0.556905385,0.274359887,0.007513891,0.033566767
ENSG00000156928,277.7780924,0.315504427,0.125660867,0.005926217,0.027673468
ENSG00000156931,826.9058934,-0.465578736,0.104283859,2.56E-06,2.94E-05
ENSG00000156958,205.7567895,0.103643412,0.147956396,0.427755244,0.644955576
ENSG00000156970,19.72068079,0.019676728,0.252348875,0.900330099,0.953018748
ENSG00000156973,283.5047545,-0.127673368,0.127776447,0.275079553,0.495825412
ENSG00000156976,6020.217691,-0.140685017,0.079833355,0.063520246,0.177830972
ENSG00000156983,374.712982,-0.074861735,0.110533207,0.468310379,0.67896209
ENSG00000156990,275.7748512,0.034741722,0.118215014,0.749952653,0.875076582
ENSG00000157014,295.7790603,0.260513176,0.13819605,0.036403116,0.117014548
ENSG00000157020,1512.741857,-0.167866209,0.102818525,0.083154229,0.216373091
ENSG00000157021,69.75017903,0.032599959,0.186520003,0.830466685,0.919073427
ENSG00000157036,269.8796776,0.453979318,0.172092095,0.002349302,0.012698019
ENSG00000157045,1019.982842,0.110159473,0.112441614,0.292735294,0.514960201
ENSG00000157077,794.7128132,-0.086146765,0.101730302,0.368407063,0.58845848
ENSG00000157106,3139.681854,0.081690871,0.089512348,0.330957265,0.552920048
ENSG00000157107,863.0000628,0.346561041,0.10615311,0.000644357,0.004195274
ENSG00000157110,2974.831092,0.873183702,0.101129741,6.04E-19,3.33E-17
ENSG00000157111,41.30377468,0.18768697,0.249298588,0.269904043,0.490025981
ENSG00000157150,167.7426679,2.916879311,0.195044956,8.19E-52,3.16E-49
ENSG00000157152,49.982357,3.366592264,0.408511907,6.34E-18,3.12E-16
ENSG00000157168,57.98641335,-1.510193189,0.308151662,6.29E-08,9.74E-07
ENSG00000157181,470.556474,0.052388499,0.103773522,0.586449441,0.771211586
ENSG00000157184,159.3838455,-0.212561782,0.152338022,0.111575463,0.269026063
ENSG00000157191,1268.100915,0.127180466,0.098239548,0.17058237,0.364254375
ENSG00000157193,58.95922192,-0.032764679,0.200703094,0.830726506,0.919299667
ENSG00000157212,214.5253621,-0.107345328,0.141286158,0.398943138,0.619186597
ENSG00000157214,3013.498163,1.966154078,0.091452935,8.25E-104,1.96E-100
ENSG00000157216,1531.141908,0.708922807,0.131882485,1.14E-08,1.98E-07
ENSG00000157224,671.0429997,0.378553004,0.101386744,8.21E-05,0.000677123
ENSG00000157227,28202.94727,-0.109663259,0.127461049,0.342799478,0.564899229
ENSG00000157240,1929.891943,0.14326683,0.081381873,0.06862999,0.188448596
ENSG00000157259,1012.658365,-0.009240802,0.090810373,0.921920977,0.962882349
ENSG00000157306,15.1082826,-0.042059324,0.267943857,0.771069624,0.887425207
ENSG00000157315,7.365445303,-0.108594758,0.315930201,0.334384544,0.556446996
ENSG00000157326,373.2588367,0.117721633,0.119597918,0.275894485,0.496560423
ENSG00000157343,14.97139867,0.168509517,0.304640332,0.284214982,0.505447046
ENSG00000157349,443.2705779,0.098885892,0.12327824,0.383153256,0.603531837
ENSG00000157350,377.0852988,-0.212062218,0.137656491,0.085981769,0.221908893
ENSG00000157353,218.1742812,0.144541365,0.132784019,0.230192345,0.44136481
ENSG00000157368,52.19501643,-2.150338916,0.373599677,2.78E-10,5.93E-09
ENSG00000157379,317.5686615,-0.187740884,0.138085752,0.123630518,0.290495835
ENSG00000157399,66.57761422,-0.053597447,0.206126229,0.734022681,0.867714255
ENSG00000157404,464.9798636,-0.327197343,0.182271675,0.030256112,0.101687005
ENSG00000157423,132.518247,-0.179267149,0.161500557,0.20038247,0.40314553
ENSG00000157426,275.302017,-0.079403927,0.125197097,0.487628259,0.695595371
ENSG00000157429,43.3885961,-0.418896696,0.274921039,0.033583361,0.109865851
ENSG00000157445,110.3024419,-0.854740779,0.193359594,1.14E-06,1.41E-05
ENSG00000157450,846.6300399,0.09234826,0.096307763,0.304842967,0.527600629
ENSG00000157456,36.73721049,0.149402689,0.233916269,0.369336679,0.589412916
ENSG00000157483,2238.697074,0.908218644,0.117313104,7.89E-16,3.21E-14
ENSG00000157500,1124.912418,0.102799624,0.097443166,0.270784797,0.491087805
ENSG00000157510,488.6204377,1.668733434,0.212913645,1.09E-16,4.82E-15
ENSG00000157514,2208.441853,3.114847533,0.350201624,5.33E-21,3.58E-19
ENSG00000157538,1697.917135,0.335316431,0.101519142,0.000470789,0.003177394
ENSG00000157540,971.2346316,0.092553482,0.089566845,0.282574043,0.50349998
ENSG00000157557,1097.578475,-0.045413558,0.106924219,0.636529713,0.806439647
ENSG00000157570,44.31579655,-0.180910709,0.244654133,0.283549958,0.504588796
ENSG00000157578,18.27337314,-0.769689973,0.491599656,0.008897709,0.038434996
ENSG00000157593,1702.221389,0.109037503,0.08188845,0.168799524,0.361563875
ENSG00000157600,251.6865544,-0.147903954,0.137852837,0.2344121,0.446494114
ENSG00000157601,199.6711169,-0.919102893,0.231096366,5.52E-06,5.97E-05
ENSG00000157613,2788.228667,-0.964807045,0.109273775,8.95E-20,5.42E-18
ENSG00000157617,963.1729222,1.052770492,0.159032256,2.47E-12,6.80E-11
ENSG00000157625,531.6362397,-0.152281465,0.104873235,0.123246585,0.28971676
ENSG00000157637,2620.756322,0.257938914,0.095643465,0.004536215,0.022109552
ENSG00000157653,10.1055599,0.036908403,0.291412927,0.750515133,0.87527044
ENSG00000157657,655.3489514,-0.63937978,0.139281323,7.47E-07,9.49E-06
ENSG00000157680,799.7459425,0.374851202,0.408553043,0.060247591,0.170780118
ENSG00000157693,230.0146878,-0.216421846,0.15402364,0.107655466,0.262087445
ENSG00000157734,14.90283067,-0.004902984,0.265905741,0.971816372,0.98621598
ENSG00000157741,598.0067751,-0.10383199,0.098811907,0.266536689,0.48550242
ENSG00000157764,588.8600824,0.077514944,0.10429113,0.428492388,0.645544659
ENSG00000157766,242.7980276,0.076896682,0.301217716,0.493014629,0.699637574
ENSG00000157778,136.2032344,0.132616441,0.152748433,0.323051993,0.546020051
ENSG00000157782,8.269852461,-0.059285501,0.299966871,0.580607384,0.766995156
ENSG00000157796,1691.640359,0.363340493,0.107647073,0.000328382,0.002319079
ENSG00000157800,933.6351502,0.03565356,0.090586936,0.679409671,0.833738754
ENSG00000157823,522.0122547,0.121298716,0.113448907,0.250539672,0.466609404
ENSG00000157827,1645.016362,0.475457343,0.109726714,4.36E-06,4.82E-05
ENSG00000157833,186.8611752,0.051743571,0.156343815,0.702789215,0.8483155
ENSG00000157837,1031.087196,0.005283407,0.095130556,0.953415858,0.978049795
ENSG00000157869,279.4058411,0.036535481,0.125699987,0.74907533,0.874565293
ENSG00000157870,312.2658405,0.179159943,0.120863403,0.106336776,0.259562457
ENSG00000157873,448.2648996,-0.303440508,0.11618304,0.004879827,0.023489714
ENSG00000157881,288.0059787,0.099694463,0.123653001,0.379167579,0.600044354
ENSG00000157895,273.8326496,-0.130072915,0.13527404,0.286926966,0.508471963
ENSG00000157911,195.3286546,-0.349069082,0.153833159,0.010096265,0.04262468
ENSG00000157916,2176.690204,0.220304553,0.079120202,0.00371617,0.018694623
ENSG00000157927,46.84143603,0.239982984,0.254579231,0.1729342,0.367453955
ENSG00000157933,2144.328091,-0.044887833,0.083786996,0.576067653,0.763977847
ENSG00000157954,2044.721065,0.310821767,0.095230146,0.000575289,0.003803782
ENSG00000157978,526.2502899,0.116429202,0.107146867,0.247539605,0.463205242
ENSG00000157985,1065.328794,-0.018175876,0.105265401,0.8537549,0.929759291
ENSG00000157999,10.01670308,-0.190652315,0.334271253,0.212210683,0.4187625
ENSG00000158006,222.1661652,-0.146931702,0.134604341,0.226293108,0.436388614
ENSG00000158008,43.72367161,-0.214354952,0.260764159,0.217023591,0.425182803
ENSG00000158019,536.3020804,-0.00455268,0.106399158,0.952612123,0.977760206
ENSG00000158023,58.92249612,-0.298900629,0.2404328,0.091987155,0.233035998
ENSG00000158042,500.0899155,-0.332010089,0.146796452,0.010790472,0.044893126
ENSG00000158062,174.3863312,-0.358747015,0.159834646,0.010311256,0.043355865
ENSG00000158079,308.9260297,0.903777767,0.137787549,5.67E-12,1.48E-10
ENSG00000158089,28.29168409,0.084489244,0.248250177,0.594641193,0.777249729
ENSG00000158092,486.4444294,-0.037752091,0.104480841,0.699665344,0.846823662
ENSG00000158104,43.57516955,0.418143869,0.295994665,0.038871369,0.123182976
ENSG00000158109,1841.694878,0.065269924,0.102138208,0.498153122,0.703564979
ENSG00000158113,31.51665046,0.195975399,0.266904853,0.255666727,0.472544159
ENSG00000158122,851.7505995,0.812748463,0.113377538,1.00E-13,3.31E-12
ENSG00000158125,23.20567859,1.133527442,0.450263169,0.000688185,0.004447475
ENSG00000158156,165.5653806,0.160907461,0.150284621,0.223020504,0.43248358
ENSG00000158158,223.3400956,0.32690062,0.138795259,0.009140059,0.039256836
ENSG00000158161,583.8543366,-0.061450448,0.10782886,0.543018986,0.739433035
ENSG00000158163,154.984011,0.160854957,0.180402778,0.276615689,0.497186578
ENSG00000158169,240.2086102,0.082346638,0.13187861,0.490779188,0.698005128
ENSG00000158186,1143.133743,-0.007281683,0.089454906,0.931049404,0.96748456
ENSG00000158195,4313.962787,0.225800605,0.092551982,0.01051799,0.044046571
ENSG00000158201,88.00054683,0.704728087,0.220492173,0.000194093,0.001454253
ENSG00000158234,125.8603844,0.306891172,0.175578544,0.039309705,0.124168989
ENSG00000158246,70.37886835,2.291241505,0.265541841,3.25E-19,1.86E-17
ENSG00000158258,76.57909307,0.026068418,0.295983642,0.799854497,0.90222152
ENSG00000158270,4121.875894,-0.094743793,0.103143217,0.339157569,0.561294278
ENSG00000158286,86.538978,0.039683019,0.189653459,0.794319777,0.900026736
ENSG00000158290,2472.864377,0.030442995,0.09141944,0.734539219,0.8679488
ENSG00000158292,631.698852,-0.879921948,0.110055971,1.43E-16,6.20E-15
ENSG00000158296,93.85302556,0.065726069,0.177119371,0.655769766,0.818529433
ENSG00000158301,321.8852667,-0.82901355,0.133303208,6.32E-11,1.45E-09
ENSG00000158315,17.77874637,-0.089589164,0.263734228,0.56402902,0.755945005
ENSG00000158321,575.469418,0.425173957,0.11071076,4.45E-05,0.000389729
ENSG00000158352,49.02719243,-0.15728333,0.227280576,0.340723542,0.562828616
ENSG00000158373,119.4128028,-0.247010024,0.211716197,0.131505043,0.303410222
ENSG00000158406,39.42406177,-0.276444391,0.259043099,0.126372653,0.29514221
ENSG00000158411,318.3013723,-0.094312844,0.121999307,0.399582878,0.619634367
ENSG00000158417,3255.993498,-0.009311857,0.088792511,0.928796463,0.966463553
ENSG00000158423,12.24244421,-0.484611895,0.57341861,0.034875554,0.113390489
ENSG00000158427,119.2923721,-0.442115978,0.192010957,0.006318237,0.029159473
ENSG00000158435,643.8151784,0.184412993,0.096203348,0.04329401,0.133626071
ENSG00000158445,112.3134903,0.141568823,0.170158646,0.327121854,0.549452207
ENSG00000158467,534.0129408,-0.697027319,0.122362649,2.00E-09,3.91E-08
ENSG00000158470,1462.111767,0.260717203,0.101324869,0.006349274,0.029294567
ENSG00000158480,277.5449165,-0.111473544,0.129208207,0.345428067,0.567314033
ENSG00000158482,9.993369937,0.058715048,0.285641806,0.656062772,0.818529433
ENSG00000158483,82.26612935,-0.315172577,0.301622206,0.091160343,0.231719566
ENSG00000158526,690.0771099,-0.030961967,0.0974538,0.740377286,0.871532937
ENSG00000158528,52.38078651,-0.040909658,0.22360285,0.792433219,0.89879864
ENSG00000158545,837.7317501,-0.003939763,0.094131207,0.962073481,0.98142338
ENSG00000158552,349.535195,-0.360672231,0.131595561,0.002717686,0.014336527
ENSG00000158555,632.4013736,0.820229768,0.125525103,7.88E-12,2.02E-10
ENSG00000158604,1257.853322,0.063718577,0.092445128,0.474335913,0.683993293
ENSG00000158615,608.394218,-0.013901222,0.098541521,0.884478653,0.945190452
ENSG00000158623,232.6838528,-0.255141197,0.134615304,0.036085378,0.116286005
ENSG00000158636,434.350081,-0.22436683,0.110430672,0.030106862,0.101308492
ENSG00000158669,1274.798842,-0.048160111,0.088583238,0.57481288,0.763496345
ENSG00000158691,157.0481905,-0.174970665,0.149036765,0.181882865,0.378878879
ENSG00000158710,9410.765077,-0.173041399,0.124524604,0.130265176,0.301559611
ENSG00000158711,931.9601964,0.088448314,0.121100351,0.428161065,0.645332942
ENSG00000158714,9.000692578,0.013523299,0.288097223,0.907954613,0.956139046
ENSG00000158715,10.92231494,-0.128162841,0.309099156,0.341635591,0.563877103
ENSG00000158716,159.1563503,1.277291329,0.172437796,9.67E-15,3.51E-13
